symbol,date,open,high,low,close,volume
AMZN,2026-05-20,183.19,183.8,182.66,183.58,33563199
AMZN,2026-05-21,188.31,189.39,187.55,187.77,72678439
AMZN,2026-05-22,186.56,189.16,185.76,187.92,30770819
AMZN,2026-05-25,188.84,189.96,187.81,188.67,28082949
AMZN,2026-05-26,190.51,191.09,189.43,190.17,70461721
AMZN,2026-05-27,193.47,195.08,192.21,193.52,23421177
AMZN,2026-05-28,191.83,192.62,190.78,191.19,47533196
AMZN,2026-05-29,196.18,198.07,194.07,197.28,45281567
AMZN,2026-06-01,190.43,191.42,190.1,190.83,22748846
AMZN,2026-06-02,196.74,199.11,192.78,195.32,33308742
AMZN,2026-06-03,190.93,191.17,189.41,190.73,73964781
AMZN,2026-06-04,192.6,193.99,190.71,192.15,72807458
AMZN,2026-06-05,192.54,194.85,190.52,193.48,33603717
AMZN,2026-06-08,194.05,194.54,192.17,193.63,62439480
AMZN,2026-06-09,192.66,193.86,192.33,192.82,54890002
AMZN,2026-06-10,192.63,194.27,191.45,192.91,25246960
AMZN,2026-06-11,192.09,192.43,191.05,191.74,41881014
AMZN,2026-06-12,193.19,193.43,189.25,191.65,40444823
AMZN,2026-06-15,197.23,199.07,194.65,195.82,63315199
AMZN,2026-06-16,194.26,194.92,193.04,194.16,33221940
AMZN,2026-06-17,193.57,194.45,193.21,194.3,67672369
AMZN,2026-06-18,192.39,193.43,190.81,191.61,51904885
AMZN,2026-06-19,196.11,197.91,194.48,196.36,69090702
AMZN,2026-06-22,197.33,198.35,195.71,196.76,31257405
AMZN,2026-06-23,193.82,194.28,192.94,193.17,23795417
AMZN,2026-06-24,194.34,195.7,191.73,194.32,65970426
AMZN,2026-06-25,198.45,198.96,195.55,198.02,49650200
AMZN,2026-06-26,194.8,195.09,194.49,194.93,62105071
AMZN,2026-06-29,192.17,194.11,191.12,193.05,32672916
AMZN,2026-06-30,193.5,194.57,192.93,193.25,56467595
AMZN,2026-07-01,194.88,196.01,193.4,195.28,64922870
AMZN,2026-07-02,196.54,198.09,195.31,196.73,74167212
AMZN,2026-07-03,195.45,195.73,193.71,195.07,59012645
AMZN,2026-07-06,199.74,200.64,197.92,199.33,22333226
AMZN,2026-07-07,201.75,203.1,201.1,201.37,48261995
AMZN,2026-07-08,196.64,199.01,194.79,196.93,58346516
AMZN,2026-07-09,196.69,199.0,193.37,196.08,35073937
AMZN,2026-07-10,200.58,202.52,199.55,201.46,73818900
AMZN,2026-07-13,203.06,205.62,201.5,202.89,40928474
AMZN,2026-07-14,205.78,206.88,204.74,205.36,21385637
AMZN,2026-07-15,201.63,203.12,198.22,200.79,22841779
AMZN,2026-07-16,200.3,202.22,199.33,199.81,64000191
AMZN,2026-07-17,193.97,194.27,192.96,193.46,35952504
AMZN,2026-07-20,197.26,199.68,195.91,196.74,54368075
AMZN,2026-07-21,198.91,202.53,198.65,200.41,50187226
AMZN,2026-07-22,200.97,201.98,199.86,201.3,38372748
AMZN,2026-07-23,199.86,200.29,198.9,199.5,57699413
AMZN,2026-07-24,203.38,204.94,201.64,204.19,55295391
AMZN,2026-07-27,207.59,208.89,207.34,207.71,35281902
AMZN,2026-07-28,212.22,214.01,212.01,212.33,48528554
AMZN,2026-07-29,212.26,213.47,210.69,211.7,41868680
AMZN,2026-07-30,208.38,209.74,207.86,208.87,35810391
AMZN,2026-07-31,208.6,209.9,206.29,209.63,36350993
AMZN,2026-08-03,210.08,210.93,209.07,209.95,34707111
AMZN,2026-08-04,212.9,213.8,211.82,212.61,52871755
AMZN,2026-08-05,210.4,210.81,208.51,209.06,71960494
AMZN,2026-08-06,211.03,212.14,209.81,210.89,42448342
AMZN,2026-08-07,212.17,212.53,211.51,212.07,72666955
AMZN,2026-08-10,216.02,217.5,215.51,215.76,20457596
AMZN,2026-08-11,213.95,216.34,212.06,214.78,43871153
AMZN,2026-08-12,212.16,215.11,210.47,213.48,55072853
AMZN,2026-08-13,208.79,209.03,208.04,208.44,68260852
AMZN,2026-08-14,205.67,206.3,204.84,206.1,60300341
AMZN,2026-08-17,204.49,204.78,201.74,204.07,66117050
AMZN,2026-08-18,205.84,206.55,203.72,205.7,60858482
AMZN,2026-08-19,207.32,207.6,206.18,207.26,70642163
AMZN,2026-08-20,210.47,212.22,209.31,210.7,63306286
AMZN,2026-08-21,218.55,219.15,216.76,218.27,43518073
AMZN,2026-08-24,223.53,227.53,222.54,224.91,44415569
AMZN,2026-08-25,222.2,223.06,222.04,222.43,47010265
AMZN,2026-08-26,220.29,221.39,219.8,220.9,23877057
AMZN,2026-08-27,226.04,227.38,224.54,225.79,57682387
AMZN,2026-08-28,224.34,225.75,223.34,224.78,39628728
AMZN,2026-08-31,223.45,224.95,222.18,222.83,70258364
AMZN,2026-09-01,222.53,224.3,220.86,222.52,25641237
AMZN,2026-09-02,223.83,224.87,223.27,223.73,67234922
AMZN,2026-09-03,227.68,229.05,225.07,226.93,28820097
AMZN,2026-09-04,227.86,230.51,227.19,228.69,26465321
AMZN,2026-09-07,231.4,232.43,231.26,232.15,29116149
AMZN,2026-09-08,234.68,236.61,234.27,235.47,32229871
AMZN,2026-09-09,243.43,244.86,242.97,244.15,32075465
AMZN,2026-09-10,246.24,248.07,244.47,245.86,43591938
AMZN,2026-09-11,252.02,254.26,250.87,252.89,67878983
AMZN,2026-09-14,254.57,254.95,252.94,254.49,26446214
AMZN,2026-09-15,250.43,252.29,248.07,251.2,31237401
AMZN,2026-09-16,249.61,249.93,247.83,249.79,23797524
AMZN,2026-09-17,260.2,260.9,259.61,259.73,59789401
AMZN,2026-09-18,256.3,258.19,253.59,255.53,46680206
